date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:02:25	12617/12617	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Sep%202010%2007:41:05%20GMT	http://www.hantang.com/chinese/ch_Articles/20100901.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/20100901.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:26	14350/14350	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Sep%202010%2022:42:03%20GMT	http://www.hantang.com/chinese/ch_Articles/20100902.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/20100902.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:27	8607/8607	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Sep%202010%2008:07:40%20GMT	http://www.hantang.com/chinese/ch_Articles/20100903.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/20100903.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:27	30242/30242	---M-Z	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202010%2021:45:48%20GMT	http://www.hantang.com/chinese/ch_Articles/clinictraining156.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/clinictraining156.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:28	22216/22216	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202010%2013:33:17%20GMT	http://www.hantang.com/chinese/ch_Articles/clinictraining157.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/clinictraining157.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:28	11248/11248	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Aug%202010%2001:17:17%20GMT	http://www.hantang.com/chinese/ch_Articles/clinictraining158.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/clinictraining158.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:29	20895/20895	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Aug%202010%2020:00:42%20GMT	http://www.hantang.com/chinese/ch_Articles/training5.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training5.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:30	15180/15180	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Aug%202010%2023:55:21%20GMT	http://www.hantang.com/chinese/ch_Articles/training6.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training6.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:30	11500/11500	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Aug%202010%2023:35:04%20GMT	http://www.hantang.com/chinese/ch_Articles/training7.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training7.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:31	18659/18659	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202010%2012:14:48%20GMT	http://www.hantang.com/chinese/ch_Articles/training8.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training8.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:31	19316/19316	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Aug%202010%2013:20:01%20GMT	http://www.hantang.com/chinese/ch_Articles/training9.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training9.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:32	21523/21523	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202010%2016:34:11%20GMT	http://www.hantang.com/chinese/ch_Articles/training10.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training10.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:33	30387/30387	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202010%2000:16:08%20GMT	http://www.hantang.com/chinese/ch_Articles/training11.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training11.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:33	15762/15762	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Aug%202010%2000:36:03%20GMT	http://www.hantang.com/chinese/ch_Articles/training12.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training12.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:34	9152/9152	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202010%2016:42:49%20GMT	http://www.hantang.com/chinese/ch_Articles/training13.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training13.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:34	12903/12903	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Aug%202010%2016:06:33%20GMT	http://www.hantang.com/chinese/ch_Articles/training14.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training14.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:35	11402/11402	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Aug%202010%2010:44:17%20GMT	http://www.hantang.com/chinese/ch_Articles/training15.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training15.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:36	25187/25187	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Sep%202010%2007:41:08%20GMT	http://www.hantang.com/chinese/ch_Articles/training16.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training16.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:36	31254/31254	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Sep%202010%2007:41:10%20GMT	http://www.hantang.com/chinese/ch_Articles/training17.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training17.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:37	19329/19329	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Sep%202010%2007:41:14%20GMT	http://www.hantang.com/chinese/ch_Articles/training18.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training18.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:38	26242/26242	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202010%2017:49:52%20GMT	http://www.hantang.com/chinese/ch_Articles/training19.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training19.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:39	21858/21858	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Sep%202010%2012:28:02%20GMT	http://www.hantang.com/chinese/ch_Articles/training20.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training20.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:39	43189/43189	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202010%2009:20:31%20GMT	http://www.hantang.com/chinese/ch_Articles/training21.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training21.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:40	10165/10165	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Sep%202010%2020:57:43%20GMT	http://www.hantang.com/chinese/ch_Articles/training22.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training22.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:41	47723/47723	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Sep%202010%2013:07:32%20GMT	http://www.hantang.com/chinese/ch_Articles/training23.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training23.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:41	26440/26440	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Sep%202010%2013:10:32%20GMT	http://www.hantang.com/chinese/ch_Articles/training24.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training24.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:42	15982/15982	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Sep%202010%2001:57:02%20GMT	http://www.hantang.com/chinese/ch_Articles/training25.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training25.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:43	36311/36311	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Sep%202010%2001:57:52%20GMT	http://www.hantang.com/chinese/ch_Articles/training26.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training26.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:43	28868/28868	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Sep%202010%2022:56:31%20GMT	http://www.hantang.com/chinese/ch_Articles/training27.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training27.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:44	22796/22796	---M-Z	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202010%2023:03:47%20GMT	http://www.hantang.com/chinese/ch_Articles/training28.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training28.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:45	14523/14523	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Sep%202010%2002:38:03%20GMT	http://www.hantang.com/chinese/ch_Articles/training29.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training29.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:45	19114/19114	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Oct%202010%2000:55:12%20GMT	http://www.hantang.com/chinese/ch_Articles/training31.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training31.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:46	25580/25580	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Oct%202010%2011:36:36%20GMT	http://www.hantang.com/chinese/ch_Articles/training30.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training30.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:46	8958/8958	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Oct%202010%2000:57:13%20GMT	http://www.hantang.com/chinese/ch_Articles/training32.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/training32.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:47	67080/67080	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Aug%202010%2016:07:03%20GMT	http://www.hantang.com/chinese/ch_Articles/livercancer23.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/livercancer23.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:02:50%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/study21.htm|Image=4|Digits=6	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index14ea.html	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:02:51%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/standford.htm|Image=4|Digits=5	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index170f.html	(from http://www.hantang.com/chinese/ch_Articles/standford.htm)
22:02:52	3369/3369	---M--	403	error ('Forbidden')	text/html	date:Tue,%2025%20Oct%202022%2014:02:52%20GMT	http://mail.yimg.com/a/i/us/pim/th/el/blue/rcstrip_01.png	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/mail.yimg.com/a/i/us/pim/th/el/blue/rcstrip_01.de5.delayed	(from http://www.hantang.com/chinese/ch_Articles/students1.htm)
22:02:59	71881/71881	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Sep%202010%2023:06:40%20GMT	http://www.hantang.com/chinese/ch_Articles/1058710851_5_poKq.jpg	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/1058710851_5_poKq.jpg	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:02:59	96018/96018	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Sep%202010%2023:06:39%20GMT	http://www.hantang.com/chinese/ch_Articles/980537413_5_rGwK_2.jpg	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/980537413_5_rGwK_2.jpg	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:03:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:02:59%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/retraining1.htm|Image=4|Digits=6	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index5169.html	(from http://www.hantang.com/chinese/ch_Articles/retraining1.htm)
22:03:00	48640/48640	---M--	200	added ('OK')	application/msword	date:Sat,%2030%20Aug%202008%2001:56:33%20GMT	http://www.hantang.com/chinese/ch_Articles/clinictraining.doc	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/clinictraining.doc	(from http://www.hantang.com/chinese/ch_Articles/retraining1.htm)
22:03:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:03:00%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/letter2.htm|Image=4|Digits=5	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index40d4.html	(from http://www.hantang.com/chinese/ch_Articles/letter2.htm)
22:03:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:03:00%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/newclinic1.htm|Image=4|Digits=7	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index37fe.html	(from http://www.hantang.com/chinese/ch_Articles/newclinic1.htm)
22:03:01	96880/96880	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Sep%202010%2023:06:42%20GMT	http://www.hantang.com/chinese/ch_Articles/1058715327_5_0TTM.jpg	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/1058715327_5_0TTM.jpg	(from http://www.hantang.com/chinese/ch_Articles/study21.htm)
22:03:01	4993/4993	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20May%202010%2002:16:56%20GMT	http://www.hantang.com/chinese/ch_Articles/sugar32.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/sugar32.htm	(from http://www.hantang.com/chinese/ch_Articles/virtualDOH.htm)
22:03:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:03:01%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/study25.htm|Image=4|Digits=6	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index74d1.html	(from http://www.hantang.com/chinese/ch_Articles/study25.htm)
22:03:02	4027/4027	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202008%2002:03:51%20GMT	http://www.hantang.com/chinese/ch_Articles/drgandt.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/drgandt.htm	(from http://www.hantang.com/chinese/ch_Articles/virtualDOH.htm)
22:03:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:03:02%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/live2times.htm|Image=4|Digits=5	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index1de0.html	(from http://www.hantang.com/chinese/ch_Articles/live2times.htm)
22:03:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:03:03%20GMT	http://www.hantang.com/chinese/CIMG0161.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/CIMG0161.de9.delayed	(from http://www.hantang.com/chinese/ch_Articles/11-01-06.htm)
22:03:04	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:03:04%20GMT	http://www.hantang.com/chinese/CIMG0162.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/CIMG0162.JPG	(from http://www.hantang.com/chinese/ch_Articles/11-01-06.htm)
22:06:29	1315469/1315469	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Aug%202008%2001:53:04%20GMT	http://www.hantang.com/chinese/CIMG0154.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/CIMG0154.jpg	(from http://www.hantang.com/chinese/ch_Articles/11-01-06.htm)
22:06:29	1289633/1289633	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Aug%202008%2001:58:12%20GMT	http://www.hantang.com/chinese/ch_Articles/CIMG0155.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/CIMG0155.jpg	(from http://www.hantang.com/chinese/ch_Articles/11-01-06.htm)
22:06:37	1313324/1313324	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Aug%202008%2001:57:37%20GMT	http://www.hantang.com/chinese/ch_Articles/CIMG0179.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/CIMG0179.jpg	(from http://www.hantang.com/chinese/ch_Articles/03-05-07.htm)
22:06:38	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202022%2014:06:37%20GMT	http://www.hantang.com/_vti_bin/fpcount.exe/?Page=chinese/ch_Articles/3-12-08.htm|Image=2|Digits=6	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/_vti_bin/fpcount.exe/index16cc.html	(from http://www.hantang.com/chinese/ch_Articles/3-12-08.htm)
22:06:43	1361741/1361741	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Aug%202008%2001:57:51%20GMT	http://www.hantang.com/chinese/ch_Articles/CIMG0178.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/CIMG0178.jpg	(from http://www.hantang.com/chinese/ch_Articles/03-05-07.htm)
22:07:27	257076/257076	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Sep%202008%2020:30:15%20GMT	http://www.hantang.com/chinese/ch_Articles/CIMG2722.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/CIMG2722.jpg	(from http://www.hantang.com/chinese/ch_Articles/09-09-08.htm)
22:10:00	1293567/1293567	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Aug%202008%2001:53:34%20GMT	http://www.hantang.com/chinese/breast1.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/breast1.jpg	(from http://www.hantang.com/chinese/ch_Articles/3-05-08.htm)
22:10:01	4806/4806	---M-Z	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202008%2013:08:05%20GMT	http://www.hantang.com/chinese/ch_Articles/cancer71.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/cancer71.html	(from http://www.hantang.com/chinese/ch_Articles/09-28-08.htm)
22:10:01	1299901/1299901	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Aug%202008%2001:53:10%20GMT	http://www.hantang.com/chinese/breast2.JPG	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/breast2.jpg	(from http://www.hantang.com/chinese/ch_Articles/3-05-08.htm)
22:10:03	16146/16146	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202008%2002:00:45%20GMT	http://www.hantang.com/chinese/ch_Articles/mrslee.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/mrslee.html	(from http://www.hantang.com/chinese/ch_Articles/misdiagonosis.htm)
22:10:04	4829/4829	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202008%2002:04:13%20GMT	http://www.hantang.com/chinese/ch_Articles/complain1.htm	E:/%e4%b8%ad%e5%8c%bb%e5%ad%a6%e4%b9%a0/%e5%80%aa%e6%b5%b7%e5%8e%a6/web/hantang/www.hantang.com/chinese/ch_Articles/complain1.html	(from http://www.hantang.com/chinese/ch_Articles/misdiagonosis.htm)
